youtube_id	yt_title	yt_channel	catalog_artist	catalog_title	verdict	playable	reason	n_tracks
EXKSd9WpdeU	Florent Pagny - Le Soldat	FlorentPagnyVEVO	Florent Pagny	Le Soldat	ok	Y		2
F0B7HDiY-10	IVE 아이브 'After LIKE' MV	STARSHIP	IVE	After LIKE	ok	Y		3
4B_UYYPb-Gk	RUN DMC - Walk This Way (Official HD Video) ft. Aerosmith	RUNDMCVEVO	Aerosmith	Walk This Way	ok	Y		11
7MuJGOKIv7I	Slimane - L'Olivier (Novembre)	Slimane	Slimane	Lou	title_mismatch	Y		2
0PEbXUJGPxo	Folie	Brigitte Fontaine - Topic	Brigitte	La folie	ok	Y		2
92g2tRnHWOw	Maître gims - Tu vas me manquer (audio)	Thib d'assaut	Maître Gims	Tu vas me manquer	ok	Y		2
BtyHYIpykN0	PNL - Au DD [Clip Officiel]	PNL	PNL	Au DD	ok	Y		4
sTSR1UD2W7k	MC Solaar - La 5ème saison (Audio Officiel)	MCSolaarVEVO	Calogero	Cinquième saison	title_mismatch	Y		2
mNEUkkoUoIA	OneRepublic - I Ain’t Worried (From “Top Gun: Maverick”) [Official Music Video]	OneRepublicVEVO	OneRepublic	I Ain't Worried	ok	Y		4
kSiPwM31Y08	ALLEZ LE STADE ! (Défi Bigflo et Oli)	Stade Toulousain	Bigflo & Oli	Allez allez allez	ok	Y		2
ZbZSe6N_BXs	Pharrell Williams - Happy (Official Video)	PharrellWilliamsVEVO	Pharrell Williams	Happy	ok	Y		15
_tHbSMQeCdk	TELEPHONE - Cendrillon (Audio officiel)	TELEPHONE Le Groupe	Téléphone	Cendrillon	ok	Y		5
1APv9t_LyOY	Disney's Circle of Stars - Do You Want To Build A Snowman (from Frozen)	DisneyMusicVEVO	Bande originale	Do You Want to Build a Snowman?	ok	Y		1
AnRhb474F8E	Imany - Voodoo Cello (Full Album)	Think Zik !	Imany	Catastrophe	title_mismatch	Y		2
v_B3qkp4nO4	George Ezra - Shotgun (Official Lyric Video)	GeorgeEzraVEVO	George Ezra	Shotgun	ok	Y		1
lNR_LkDju6g	Bigflo & Oli - Comme d'hab	BigfloetoliVEVO	Bigflo & Oli	Comme moi	title_mismatch	Y		2
C3QBPjyipqM	Christine and the Queens - Christine (Audio Officiel)	Christine and the Queens 	Christine and the Queens	Christine	ok	Y		3
nBI0bDH8W28	Vianney - Pas là	VianneyVEVO	Vianney	Pas là	ok	Y		3
Xdk-XVpnjeY	Tal & Dry - Maintenant ou jamais (Clip Officiel)	TAL	Tal	Pourtant	title_mismatch	Y		2
yVlAJOmoVQs	J'accuse-Damien SAEZ ( lyrics )	Enaèco P.	Damien Saez	J'accuse	ok	Y		1
WcIcVapfqXw	Rema, Selena Gomez - Calm Down (Official Music Video)	SelenaGomezVEVO	Rema & Selena Gomez	Calm Down	ok	Y		3
MY4OK0FXEYg	TELEPHONE - Argent trop cher (Audio officiel)	TELEPHONE Le Groupe	Téléphone	Argent trop cher	ok	Y		3
Zf53Pg2AkdY	Golden Earring - Radar Love (1973) HD 0815007	Gerda0815007	Golden Earring	Radar Love	ok	Y		3
jJPMnTXl63E	Powfu - death bed (coffee for your head) (Official Video) ft. beabadoobee	PowfuVEVO	Powfu ft. beabadoobee	Death Bed	ok	Y		2
yRGiYUEFFww	Christophe Maé - Tombé Sous Le Charme (Clip Officiel)	CHRISTOPHE MAÉ	M. Pokora	Tombé sous le charme	artist_mismatch	Y		1
2KFtLUS_lb4	Desireless - Voyage Voyage (Remastered) [Audio HQ]	GoldenMusic	Desireless	Voyage voyage	ok	Y		3
t_YqQIc6U_w	Boulevard des Airs - Bruxelles (Audio)	BoulevardDesAirsVEVO	Boulevard des airs	Bruxelles	ok	Y		1
AXvR11XpgyA	Aladdin - Lea Salonga & Brad Kane - A Whole New World | High-Quality Audio	NPDT Process - The Way To Natural Sound	Brad Kane, Lea Salonga	A Whole New World	ok	Y		1
IUrK6u08iTQ	Cerise Calixte - Le bleu lumière (De "Vaiana - La Légende du Bout du Monde"/Audio Only)	disneymusicfrVEVO	Cerise Calixte	Le bleu lumière (Vaiana)	ok	Y		1
pGWrX6nC-pk	Florent Pagny - Le présent d'abord	FlorentPagnyVEVO	Florent Pagny	Le présent d'abord	ok	Y		1
NtYLxlOq2S4	Le Vent Nous Portera-Noir Désir HD/HQ.wmv	Jonh Aguilar	Noir Désir	Le Vent nous portera	ok	Y		4
bd2B6SjMh_w	Gnarls Barkley - Crazy	Gnarls Barkley videos 3	Gnarls Barkley	Crazy	ok	N	blocked_FR	6
nfWlot6h_JM	Taylor Swift - Shake It Off	Taylor Swift	Taylor Swift	Shake It Off	ok	Y		6
zO_q3kLdNCs	Michel Berger "La groupie du pianiste" | Archive INA	INA Chansons	Michel Berger	La groupie du pianiste	ok	Y		4
UTHLKHL_whs	Lil Nas X, Jack Harlow - INDUSTRY BABY (Official Video)	LilNasXVEVO	Lil Nas X & Jack Harlow	Industry Baby	ok	Y		3
e9c1ya90N2M	Axel Bauer - CARGO de nuit (Official video)	Axel Bauer officiel	Axel Bauer	Cargo de nuit	ok	Y		2
xFrGuyw1V8s	ABBA - Dancing Queen (Official Music Video)	AbbaVEVO	ABBA	Dancing Queen	ok	Y		10
-sVB91NTa4A	ABBA - Dancing Queen (Official Lyric Video)	AbbaVEVO	ABBA	Dancing Queen	ok	Y		4
YwOHEOdQlt0	Jeanne Mas - En Rouge Et Noir (1986)	MrBrightWave	Jeanne Mas	En rouge et noir	ok	Y		3
qnohSv2mRsk	Cookie Dingler - Femme Libérée (Remastered) [Audio HQ]	GoldenMusic	Cookie Dingler	Femme libérée	ok	Y		3
D136hOqYF28	Alain Bashung   Vertige de l'amour	tibmusichall	Alain Bashung	Vertige de l'amour	ok	Y		3
N9hazmsUxrM	David Guetta Feat. Akon - Sexy Chick (Official Video)	David Guetta	David Guetta ft. Akon	Sexy Chick	ok	N	not_embeddable	1
dQw4w9WgXcQ	Rick Astley - Never Gonna Give You Up (Official Video) (4K Remaster)	Rick Astley	Lady Gaga	Bloody Mary	ok	Y		5
by1RRP9wa_Y	Noir Désir - L'homme pressé (Clip Officiel restauré HD)	NoirDesirVEVO	Noir Désir	L'Homme pressé	ok	Y		4
i52bm1XUL0E	Renaud - Morgane de toi	fraty music	Renaud	Morgane de toi	ok	Y		2
rjlSiASsUIs	Marvin Gaye - Sexual Healing (Official HD Video)	MarvinGayeVEVO	Marvin Gaye	Sexual Healing	ok	Y		3
4NRXx6U8ABQ	The Weeknd - Blinding Lights (Official Video)	TheWeekndVEVO	The Weeknd	Blinding Lights	ok	Y		6
Rd0n3ZL6MeA	Jean-Pierre Mader - Macumba (Clip officiel HD)	Jean-Pierre Mader	Jean-Pierre Mader	Macumba	ok	Y		2
Q2tusw6gKXs	Antisocial - Trust	TRUSTME	Trust	Antisocial	ok	Y		3
fAuT8_dboWo	Radiohead - Creep (Remastered) (Audio)	Luis Fernando Flores	Radiohead	Creep	ok	Y		3
C8uGeVygQ0Q	Lio - Le banana split (officiel)	MASQ Music	Lio	Banana Split	ok	Y		2
kjVeown7umM	Images - Les démons de minuit (Clip officiel HD)	Images 	Images	Les démons de minuit	ok	Y		3
5GL9JoH4Sws	Fifth Harmony - Work from Home (Official Video) ft. Ty Dolla $ign	FifthHarmonyVEVO	Fifth Harmony	Work from Home	ok	Y		6
VDe-i6l4-NU	Indochine - L'aventurier	FrenchHype	Indochine	L'Aventurier	ok	Y		6
uSD4vsh1zDA	The Black Eyed Peas - I Gotta Feeling (Official Music Video)	BlackEyedPeasVEVO	The Black Eyed Peas	I Gotta Feeling	ok	Y		11
UbxUSsFXYo4	Dolly Parton - 9 To 5 (Official Video)	DollyPartonVEVO	Dolly Parton	Nine to Five	ok	Y		3
QOrrNM4md8c	Yes - Roundabout (Original 1971)	Wandydeoli	Yes	Roundabout	ok	Y		2
QRTNm6GLJYI	The Who - Baba O'Riley (Lyric Video)	TheWhoVEVO	The Who	Baba O'Riley	ok	Y		3
ZtlWIuLkPjw	Johnny Hallyday - Diego, Libre Dans Sa Tête (Clip Officiel Remasterisé)	JohnnyHallydayVEVO	Jean-Jacques Goldman	Diego, libre dans sa tête	artist_mismatch	Y		2
x9JRWKXZhVc	Stephanie - Ouragan / Irresistible (Restored Original Stereo Backingtrack) 1986	Xenon	Stéphanie de Monaco	Ouragan	ok	Y		2
Nlnoa67MUJU	Fancy - Slice Me Nice	Fancy	Fancy	Slice Me Nice	ok	Y		1
JdG0xgEQzK4	Elegance - Vacances J'Oublie Tout	Carlo Cognato	Élégance	Vacances, j'oublie tout	ok	Y		1
q3svW8PM_jc	KC & The Sunshine Band - That's The Way (I Like It) [HQ with lyrics]	disc070s	KC and the Sunshine Band	That's the Way (I Like It)	ok	Y		7
ZSM3w1v-A_Y	Timbaland - Apologize ft. OneRepublic	TimbalandVEVO	Timbaland	Apologize	ok	Y		5
KAOmC5qT02w	Indochine - J'ai demandé à la lune (Clip officiel)	indochineVEVO	Indochine	J'ai demandé à la lune	ok	Y		8
4H5I6y1Qvz0	Scissor Sisters - I Don't Feel Like Dancin'	ScissorSistersVEVO	Scissor Sisters	I Don't Feel Like Dancin'	ok	Y		1
CvBfHwUxHIk	Rihanna - Umbrella (Orange Version) (Official Music Video) ft. JAŸ-Z	RihannaVEVO	Rihanna	Umbrella	ok	Y		9
KUmZp8pR1uc	Amy Winehouse - Rehab	AmyWinehouseVEVO	Amy Winehouse	Rehab	ok	Y		5
G7KNmW9a75Y	Miley Cyrus - Flowers (Official Video)	MileyCyrusVEVO	Miley Cyrus	Flowers	ok	Y		5
EHU6A3aG7iQ	Renaud - Marche à l'ombre	RenaudVEVO	Renaud	Marche à l'ombre	ok	Y		1
ibOx37zoRAc	Agatha Lee Monn, Katie Lopez, Kristen Bell - Do You Want To Build A Snowman? (Karaoke Version)	Sing King	Kristen Bell, Agatha Lee Monn, Katie Lopez	Do You Want to Build a Snowman?	ok	N	not_embeddable	1
ctQ4zbiF97Y	Ricky Martin - María (Official Audio)	RickyMartinVEVO	Ricky Martin	María	ok	Y		2
4OAADdZSmFQ	Patrick Bruel - Au Café Des Délices [Audio HQ]	GoldenMusic	Patrick Bruel	Au café des délices	ok	Y		2
Urdlvw0SSEc	Alicia Keys - Fallin' (Official HD Video)	aliciakeysVEVO	Alicia Keys	Fallin'	ok	Y		6
pO1HC8pHZw0	Frankie Goes To Hollywood - Two Tribes	FGTHVEVO	Frankie Goes to Hollywood	Two Tribes	ok	Y		3
R7UrFYvl5TE	Kelly Clarkson - Since U Been Gone (Official Video)	kellyclarksonVEVO	Kelly Clarkson	Since U Been Gone	ok	Y		6
BSzSn-PRdtI	Maroon 5 - Beautiful Mistakes ft. Megan Thee Stallion (Official Music Video)	Maroon5VEVO	Maroon 5 & Megan Thee Stallion	Beautiful Mistakes	ok	Y		4
Fo6aKnRnBxM	Gerry Rafferty - Baker Street (Official Video)	Gerry Rafferty	Gerry Rafferty	Baker Street	ok	Y		4
INugjPMaOWs	I Just Can't Wait to Be King	Jason Weaver - Topic	Jason Weaver, Rowan Atkinson, Laura Williams	I Just Can't Wait to Be King	ok	Y		1
24uKjgESYWo	Khaled - Aïcha [Audio HQ]	GoldenMusic	Khaled	Aïcha	ok	Y		3
BRTDC9Z5UdE	Louise Attaque - J't'emmène au vent (Clip Officiel remasterisé)	LouiseAttaqueVEVO	Louise Attaque	J't'emmène au vent	ok	Y		4
GibiNy4d4gc	Carmen Twillie, Lebo M. - Circle of Life (From "The Lion King")	DisneyMusicVEVO	Carmen Twillie, Lebo M.	Circle of Life	ok	Y		1
tQ0yjYUFKAE	Justin Bieber - Peaches ft. Daniel Caesar, Giveon	JustinBieberVEVO	Justin Bieber & Daniel Caesar & Giveon	Peaches	ok	Y		3
0fAQhSRLQnM	Dire Straits - Sultans Of Swing	Destin D'Silva	Dire Straits	Sultans of Swing	ok	Y		5
Il0S8BoucSA	Ed Sheeran - Shivers [Official Video]	Ed Sheeran	Ed Sheeran	Shivers	ok	Y		6
DIwfpiN0FE8	Outkast - Ms Jackson [Explicit]	Dj Semelo	OutKast	Ms. Jackson	ok	Y		1
Wt6eHMIhVxI	Louise Attaque - Léa	LouiseAttaqueVEVO	Louise Attaque	Léa	ok	Y		3
g-gh2hIRhkc	Florent Pagny - Savoir Aimer	FlorentPagnyVEVO	Florent Pagny	Savoir aimer	ok	Y		3
eVli-tstM5E	Sabrina Carpenter - Espresso	SabrinaCarpenterVEVO	Sabrina Carpenter	Espresso	ok	Y		4
adLGHcj_fmA	Bruno Mars, Anderson .Paak, Silk Sonic - Leave the Door Open [Official Video]	Bruno Mars	Silk Sonic	Leave The Door Open	ok	Y		3
ABYnqp-bxvg	Feist - 1234	FeistVEVO	Feist	1234	ok	Y		4
SXKlJuO07eM	Jodi Benson - Part of Your World (From "The Little Mermaid")	DisneyMusicVEVO	Bande originale	Part of Your World	ok	Y		2
8QGps9rG-bI	DCappella - Kiss the Girl (Home Performance)	DisneyMusicVEVO	Bande originale	Kiss the Girl	ok	Y		1
GC_mV1IpjWA	Samuel E. Wright - Under the Sea (from The Little Mermaid) (Official Video)	DisneyMusicVEVO	Bande originale	Under the Sea	ok	Y		2
6swmTBVI83k	Lil Nas X - MONTERO (Call Me By Your Name) (Official Video)	LilNasXVEVO	Lil Nas X	Montero (Call Me By Your Name)	ok	Y		5
b14czToj5bo	Les Négresses Vertes - Zobi la mouche (Audio Officiel)	Les Négresses Vertes	Les Négresses Vertes	Zobi la mouche	ok	Y		3
Iwb6u1Jo1Mc	Mickey 3d - Respire (Clip officiel)	mickey3d	Mickey 3D	Respire	ok	Y		3
K5KAc5CoCuk	Indila - Dernière Danse (Clip Officiel)	IndilaVEVO	Kyo	Dernière danse	ok	Y		11
Oa_RSwwpPaA	Benson Boone - Beautiful Things (Official Music Video)	Benson Boone	Benson Boone	Beautiful Things	ok	Y		3
c6M89iDabwM	Warren Zevon - Werewolves of London (Official Audio)	RHINO	Warren Zevon	Werewolves of London	ok	Y		1
7ZQQZ5B72gQ	Technotronic - Pump up the Jam (Audio)	Thomas Thibault	Technotronic	Pump Up the Jam	ok	Y		2
Wa4DCp6cl2U	The Allman Brothers Band - Ramblin' Man (Lyric Video)	AllmanBrosBandVEVO	The Allman Brothers Band	Ramblin' Man	ok	Y		1
xpZc0-iazjw	Pascal Obispo - Lucie [Paroles Audio HQ]	100% Lyrics Karaoké ♪	Pascal Obispo	Lucie	ok	Y		3
aGSKrC7dGcY	Depeche Mode - Enjoy the Silence (Official Video)	DepecheModeVEVO	Depeche Mode	Enjoy the Silence	ok	Y		3
xWggTb45brM	Drake - Toosie Slide (Official Music Video)	DrakeVEVO	Drake	Toosie Slide	ok	Y		3
neHsQMaGzaY	Les Rita Mitsouko - Marcia Baïla (Audio officiel)	Les Rita Mitsouko	Les Rita Mitsouko	Marcia Baila	ok	Y		4
AR8D2yqgQ1U	Spandau Ballet - True (HD Remastered)	spandauballet	Spandau Ballet	True	ok	Y		8
TBkpoTbJAsI	Morgan Wallen - Last Night (Audio Only)	Morgan Wallen	Morgan Wallen	Last Night	ok	Y		3
woO9FidFa6o	Zero To Hero	Chorus - Hercules - Topic	Bande originale	Zero to Hero	ok	Y		1
2p3zZoraK9g	SZA - Good Days (Official Video)	SZAVEVO	SZA	Good Days	ok	Y		2
orJSJGHjBLI	Ed Sheeran - Bad Habits [Official Video]	Ed Sheeran	Ed Sheeran	Bad Habits	ok	Y		3
G_zuB-ogIBw	Walker Hayes - Fancy Like	WalkerHayesVEVO	Walker Hayes	Fancy Like	ok	Y		2
jH1RNk8954Q	Ava Max - Kings & Queens [Official Music Video]	Ava Max	Ava Max	Kings & Queens	ok	Y		2
QDYDRA5JPLE	Lil Nas X - THATS WHAT I WANT (Official Video)	LilNasXVEVO	Lil Nas X	Thats What I Want	ok	Y		2
POe9SOEKotk	BLACKPINK - ‘Shut Down’ M/V	BLACKPINK	BLACKPINK	Shut Down	ok	Y		4
do9KqKFBy90	Matmatah - Lambé An Dro	MATMATAH	Matmatah	Lambé An Dro	ok	Y		2
4BJDNw7o6so	Phoenix - Lisztomania (Official Video)	welovephoenix	Phoenix	Lisztomania	ok	Y		4
OMOGaugKpzs	The Police - Every Breath You Take (Official Music Video)	ThePoliceVEVO	The Police	Every Breath You Take	ok	Y		9
HL548cHH3OY	Phoenix - 1901(Official Video)	PhoenixVEVO	Phoenix	1901	ok	Y		5
B7zyb-VV8ZM	Verna Felton - Bibbidi-Bobbidi-Boo (The Magic Song) (From "Cinderella")	DisneyMusicVEVO	Bande originale	Bibbidi-Bobbidi-Boo	ok	Y		1
U02LXUNcdTo	Marc Lavoine - Toi mon amour	MarcLavoineVEVO	Marc Lavoine	L'amour de ma vie	ok	Y		2
tkOr12AQpnU	New Order - Bizarre Love Triangle (Official Music Video) [HD]	New Order	New Order	Bizarre Love Triangle	ok	Y		2
jNL4mzzs5ZA	Khaled - Didi | High Quality Audio | Khaled	The Mastering Project	Khaled	Didi	ok	Y		3
YTxK-PJgJuM	Au Fur et a Mesure - Liane Foly	yoichiro tani	Liane Foly	Au fur et à mesure	ok	Y		2
6AN_45QjOLA	Pow woW - Le chat	WPowwo	Pow woW	Le chat	ok	Y		2
E07s5ZYygMg	Harry Styles - Watermelon Sugar (Official Video)	HarryStylesVEVO	Harry Styles	Watermelon Sugar	ok	Y		4
HiqmZLOaD8o	Mulan-A girl worth fighting for	galadriel555	Lea Salonga, Harvey Fierstein, Jerry Tondo, Gedde Watanabe, Matthew Wilder	A Girl Worth Fighting For	artist_mismatch	Y		1
ha7A5KNhZgo	Céline Dion - Pour Que Tu M'aimes Encore [Audio HQ]	GoldenMusic	Céline Dion	Pour que tu m'aimes encore	ok	Y		2
0uLp-tejcSo	Ninho - Goutte d'eau (Clip officiel)	Ninho	Ninho	Goutte d'eau	ok	Y		2
yuTMWgOduFM	Pulp - Common People	PulpVEVO	Pulp	Common People	ok	Y		4
NiF6-0UTqtc	Destiny's Child - Bills, Bills, Bills	DestinysChildVEVO	Destiny's Child	Bills, Bills, Bills	ok	Y		4
vuo8kD5zF5I	Reel 2 Real feat. The Mad Stuntman - I Like To Move It (Official 4K Video)	Strictly Rhythm	Reel 2 Real	I Like to Move It	ok	Y		3
3wafM4bzLmY	Disiz La Peste - J'pète les plombs	disiz	Stomy Bugsy	Que justice soit faite	ok	Y		3
Uaoyx5WQYK8	JUL -Ma Tchikita- (Clip Officiel)	JUL	Jul	Tchikita	ok	Y		2
uLxjAHnnMho	JUL - Wesh Alors	Christophe AUDEBERT	Jul	Wesh alors	ok	Y		2
oRdxUFDoQe0	Michael Jackson - Beat It (Official 4K Video)	michaeljacksonVEVO	Michael Jackson	Beat It	ok	Y		4
cgDZN44WpoE	SCH - Mannschaft feat. Freeze Corleone (Clip officiel)	SCH	SCH	Mannschaft	ok	Y		3
OFlOl_AqK7k	Disney Peaceful Piano - A Dream Is a Wish Your Heart Makes (Audio Only)	DisneyMusicVEVO	Bande originale	A Dream Is a Wish Your Heart Makes	ok	Y		1
ViwtNLUqkMY	Beyoncé - Crazy In Love ft. JAY Z	BeyoncéVEVO	Beyoncé ft. Jay-Z	Crazy in Love	ok	Y		13
GxBSyx85Kp8	Usher - Yeah! (Official Video) ft. Lil Jon, Ludacris	UsherVEVO	Usher ft. Lil Jon & Ludacris	Yeah!	ok	Y		13
22tVWwmTie8	Eminem - Houdini [Official Music Video]	EminemVEVO	Eminem	Houdini	ok	Y		2
dYkeH5UVw8U	Tryo - Désolé pour hier soir (Audio)	TryoVEVO	Tryo	Désolé pour hier soir	ok	Y		3
saGYMhApaH8	Bad Bunny ft. Chencho Corleone - Me Porto Bonito (Video Oficial) | Un Verano Sin Ti	Bad Bunny	Bad Bunny & Chencho Corleone	Me Porto Bonito	ok	Y		1
gQlMMD8auMs	BLACKPINK - ‘Pink Venom’ M/V	BLACKPINK	BLACKPINK	Pink Venom	ok	Y		4
VqhCQZaH4Vs	Louis Armstrong - What A Wonderful World	Soulful Sounds	Louis Armstrong	What a Wonderful World	ok	Y		5
w9gOQgfPW4Y	M|A|R|R|S - Pump Up The Volume (Official Video)	4AD	M.A.R.R.S.	Pump Up the Volume	ok	Y		3
j5l0qasNAoY	Damso - Θ. Macarena	Rap2Culte	Damso	Macarena	ok	Y		4
ec0XKhAHR5I	Creedence Clearwater Revival: Fortunate Son	masterofacdcsuckaS	Creedence Clearwater Revival	Fortunate Son	ok	Y		4
Zg3q6qW2aKo	Village People  "Macho Man"    1978    HD    (Audio Remastered)	lucio sampaio	Village People	Macho Man	ok	Y		2
fTTsY-oz6Go	The Kinks - You Really Got Me (Official Audio)	The Kinks	The Kinks	You Really Got Me	ok	Y		1
q2c7Ie1Sz1Q	Damso - Γ. Mosaïque Solitaire	DamsoVEVO	Damso	Mosaïque solitaire	ok	Y		2
dKzqc54g0z4	A Spoonful of Sugar (From "Mary Poppins" / Soundtrack Version)	Julie Andrews - Topic	Julie Andrews	A Spoonful of Sugar	ok	Y		1
yq8XjPReQpw	Charles Perry - Ev’rybody Wants To Be A Cat (Audio/From "The Aristocats")	WeLoveDisneyVEVO	Bande originale	Everybody Wants to Be a Cat	ok	Y		1
N-aK6JnyFmk	The Mamas & The Papas - California Dreamin'	Folk Experience	The Mamas & the Papas	California Dreamin'	ok	Y		3
1pYAqop2EIY	Phil Collins - Two Worlds (Tarzan)	COasdfNO	Phil Collins	Two Worlds	ok	Y		2
WGoDaYjdfSg	The Jimi Hendrix Experience - Purple Haze (Official Audio)	JimiHendrixVEVO	The Jimi Hendrix Experience	Purple Haze	ok	Y		1
Km71Rr9K-Bw	NewJeans (뉴진스) 'Ditto' Performance Video	NewJeans	NewJeans	Ditto	ok	Y		5
5GJWxDKyk3A	Billie Eilish - Happier Than Ever (Official Music Video)	BillieEilishVEVO	Billie Eilish	Happier Than Ever	ok	Y		4
oc-P8oDuS0Q	dexys midnight runners come on eileen	wilder eduardo rojas lucana	Dexys Midnight Runners	Come On Eileen	ok	Y		4
sVTy_wmn5SU	NewJeans (뉴진스) 'OMG' Official MV (Performance ver.1)	HYBE LABELS	NewJeans	OMG	ok	Y		5
89dGC8de0CA	Aerosmith - Dream On (Audio)	AerosmithVEVO	Aerosmith	Dream On	ok	Y		8
3T1c7GkzRQQ	The Police - Roxanne (Official Music Video)	ThePoliceVEVO	The Police	Roxanne	ok	Y		4
oKOtzIo-uYw	Fugees - Killing Me Softly With His Song (Official Video)	TheFugeesVEVO	Fugees	Killing Me Softly with His Song	ok	Y		1
rMbATaj7Il8	Steppenwolf - Born To Be Wild	Max Shkiv	Steppenwolf	Born to Be Wild	ok	Y		10
tQwVKr8rCYw	Jessica Darrow - Surface Pressure (From "Encanto")	DisneyMusicVEVO	Bande originale	Surface Pressure	ok	Y		2
uSiHqxgE2d0	Ray Charles - Hit The Road Jack (Official Lyrics Video)	Ray Charles	Ray Charles	Hit the Road Jack	ok	Y		2
qN5zw04WxCc	The Who - My Generation	The Best Of - Home Of Classic Music	The Who	My Generation	ok	Y		1
9HDEHj2yzew	Dua Lipa - Physical (Official Video)	Dua Lipa	Dua Lipa	Physical	ok	Y		2
qetW6R9Jxs4	Eric Prydz – Call On Me (Official Music Video) | Ministry of Sound	Ministry of Sound	Eric Prydz	Call on Me	ok	Y		4
s6fPN5aQVDI	Stevie Wonder - Sir Duke [HD]	Dino Hints	Stevie Wonder	Sir Duke	ok	Y		6
abIosNhuEBw	The Jackson 5 - ABC (Audio)	YouTube Music	The Jackson 5	ABC	ok	Y		1
l5aZJBLAu1E	The Weather Girls - It's Raining Men (Official Video)	TheWeatherGirlsVEVO	The Weather Girls	It's Raining Men	ok	Y		4
8iwBM_YB1sE	The Pointer Sisters - I'm So Excited (Official Video)	PointerSistersVEVO	The Pointer Sisters	I'm So Excited	ok	Y		4
iPGgnzc34tY	Aya Nakamura - Djadja (Clip officiel)	Aya Nakamura	Aya Nakamura	Djadja	ok	Y		5
I_2D8Eo15wE	Ram Jam - Black Betty (Official Video)	RamJamVEVO	Ram Jam	Black Betty	ok	Y		3
0CFuCYNx-1g	Stevie Wonder Superstition	lozzagermain	Stevie Wonder	Superstition	ok	Y		6
zSAJ0l4OBHM	America - A Horse With No Name+Lyrics	badgarin	America	A Horse with No Name	ok	Y		4
PhD58dP9kq8	Boogie Oogie Oogie (Single Version 2 / Remastered 1999)	A Taste Of Honey - Topic	A Taste of Honey	Boogie Oogie Oogie	ok	Y		2
DOYhayZ9y7k	Diana Ross - Ain't No Mountain High Enough (Single Version) (Official Audio)	External Music	Diana Ross	Ain't No Mountain High Enough	ok	Y		5
o5TmORitlKk	Marvin Gaye - What's Going On (Official Video 2019)	MarvinGayeVEVO	Marvin Gaye	What's Going On	ok	Y		2
4m1EFMoRFvY	Beyoncé - Single Ladies (Put a Ring on It) (Video Version)	BeyoncéVEVO	Beyoncé	Single Ladies (Put a Ring on It)	ok	Y		8
n6P0SitRwy8	Nirvana - Heart-Shaped Box	NirvanaVEVO	Nirvana	Heart-Shaped Box	ok	Y		2
J-_30HA7rec	David Bowie - Fame	Allu	David Bowie	Fame	ok	Y		2
-unu0_S_hVU	Squeeze - Tempted (1981)	Time Warp  (Distorsion Temporelle)	Squeeze	Tempted	ok	Y		2
-E-_IRJU5w0	Conan Gray - Maniac (Official Video)	ConanGrayVEVO	Conan Gray	Maniac	ok	Y		2
2H5uWRjFsGc	Chumbawamba - Tubthumping	ChumbawambaVEVO	Chumbawamba	Tubthumping	ok	Y		7
VHoT4N43jK8	Stromae - Alors on danse (Official Video)	StromaeVEVO	Stromae	Alors on danse	ok	Y		4
I9Brisw-kus	Lara Fabian   Je T'aime Lyrics	alexandre gianola	Lara Fabian	Je t'aime	ok	Y		3
_T_SIDKGRjs	Elvis Crespo - Suavemente (Cover Audio)	ElvisCrespoVEVO	Elvis Crespo	Suavemente	ok	Y		1
aXgSHL7efKg	CHIC - Le Freak (Official Music Video)	RHINO	Chic	Le Freak	ok	Y		3
3r9vJI5OiV8	Naps - La kiffance (Clip Officiel)	Naps Officiel	Naps	La Kiffance	ok	Y		2
W-gmIG41dGA	Heuss L'Enfoiré (ft. Sofiane) - Khapta (Clip Officiel)	Heuss L'Enfoiré	Heuss l'Enfoiré	Khapta	ok	Y		2
5jlI4uzZGjU	Pitbull - Feel This Moment (Official Video) ft. Christina Aguilera	PitbullVEVO	Pitbull ft. Christina Aguilera	Feel This Moment	ok	Y		1
zudbz4hOcbc	David Guetta Feat. Kelly Rowland - When Love Takes Over (Official Video)	David Guetta	David Guetta ft. Kelly Rowland	When Love Takes Over	ok	Y		2
yEbaeLv-aOo	Donna Summer - I Feel Love	DonnaSummerVEVO	Donna Summer	I Feel Love	ok	Y		3
0qanF-91aJo	BLACK SABBATH - "Paranoid" (Official Video)	Black Sabbath	Black Sabbath	Paranoid	ok	Y		7
DUT5rEU6pqM	Shakira - Hips Don't Lie (featuring Wyclef Jean) (Official 4K Video) ft. Wyclef Jean	shakiraVEVO	Shakira ft. Wyclef Jean	Hips Don't Lie	ok	Y		12
JIQiGN-vO-g	Serge Gainsbourg ft. Jane Birkin - Je t'aime...Moi non plus (Official Audio)	Serge Gainsbourg	Serge Gainsbourg & Jane Birkin	Je t'aime moi non plus	ok	Y		2
jOkRxot0fb0	Il Ragazzo Della Via Gluck	Adriano Celentano - Topic	Adriano Celentano	Il ragazzo della via Gluck	ok	Y		2
g0bECDyWofg	God Help The Outcasts (From the film The Hunchback Of Notre Dame)	TV And Movie Lounge Club Band - Topic	Bande originale	God Help the Outcasts	ok	Y		1
wchNjXXVYd4	Patty Pravo - La Bambola	STREGATIdaNICOLETTA	Patty Pravo	La bambola	ok	Y		2
